Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Bertoni, V.B., Saurin, T.A., Fogliatto, F.S., Falegnami, A., Patriarca, R.","57035307600;6506794677;6603637370;57200073110;56411874700;","Monitor, anticipate, respond, and learn: Developing and interpreting a multilayer social network of resilience abilities",2021,"Safety Science","136",,"105148","","",,2,"10.1016/j.ssci.2020.105148","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098688034&doi=10.1016%2fj.ssci.2020.105148&partnerID=40&md5=4e3333f863f34daeaa6c133988a58db1",Article,"Final","",Scopus,2-s2.0-85098688034
"Melnykov, V., Sarkar, S., Melnykov, Y.","36483080100;57210369130;57215878711;","On finite mixture modeling and model-based clustering of directed weighted multilayer networks",2021,"Pattern Recognition","112",,"107641","","",,2,"10.1016/j.patcog.2020.107641","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096149216&doi=10.1016%2fj.patcog.2020.107641&partnerID=40&md5=009cbc5cb4ca80d61df084a9a36e660e",Article,"Final","",Scopus,2-s2.0-85096149216
"Ochoa, S., de Anda-Jáuregui, G., Hernández-Lemus, E.","57205574200;55695807800;56000877400;","An Information Theoretical Multilayer Network Approach to Breast Cancer Transcriptional Regulation",2021,"Frontiers in Genetics","12",,"617512","","",,2,"10.3389/fgene.2021.617512","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103482532&doi=10.3389%2ffgene.2021.617512&partnerID=40&md5=74827bad19e9f33e1cf397d2ab4aaf1f",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85103482532
"Kundu, S., Majhi, S., Ghosh, D.","57200149917;57144015200;56225913500;","Persistence in multilayer ecological network consisting of harvested patches",2021,"Chaos","31","3","033154","","",,2,"10.1063/5.0047221","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103614633&doi=10.1063%2f5.0047221&partnerID=40&md5=538d7608fb01675977e116a2463188a5",Article,"Final","",Scopus,2-s2.0-85103614633
"Puxeddu, M.G., Petti, M., Astolfi, L.","55904375800;56496547600;6603156928;","A Comprehensive Analysis of Multilayer Community Detection Algorithms for Application to EEG-Based Brain Networks",2021,"Frontiers in Systems Neuroscience","15",,"624183","","",,2,"10.3389/fnsys.2021.624183","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102682623&doi=10.3389%2ffnsys.2021.624183&partnerID=40&md5=5a6d53b72e8fe9700d3a0264f3d57cc0",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85102682623
"Dang, W., Gao, Z., Lv, D., Sun, X., Cheng, C.","57102963900;24921442300;57205409274;57216738687;57222325369;","Rhythm-Dependent Multilayer Brain Network for the Detection of Driving Fatigue",2021,"IEEE Journal of Biomedical and Health Informatics","25","3","9137635","693","700",,2,"10.1109/JBHI.2020.3008229","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102267475&doi=10.1109%2fJBHI.2020.3008229&partnerID=40&md5=4ff29055ba60db83e0b92ca34f248381",Article,"Final","",Scopus,2-s2.0-85102267475
"Li, H., Ren, H., An, H., Ma, N., Yan, L.","56066231700;57221935224;7202277339;57208568597;56374199600;","Multiplex cross-shareholding relations in the global oil &amp; gas industry chain based on multilayer network modeling",2021,"Energy Economics","95",,"105130","","",,2,"10.1016/j.eneco.2021.105130","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100637563&doi=10.1016%2fj.eneco.2021.105130&partnerID=40&md5=aa185e3eee5773e7184e8e650843135f",Article,"Final","",Scopus,2-s2.0-85100637563
"Ting, C.-M., Samdin, S.B., Tang, M., Ombao, H.","24734476000;55516815300;57219628227;6603356893;","Detecting dynamic community structure in functional brain networks across individuals: A multilayer approach",2021,"IEEE Transactions on Medical Imaging","40","2","9220100","468","480",,2,"10.1109/TMI.2020.3030047","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100610882&doi=10.1109%2fTMI.2020.3030047&partnerID=40&md5=7f7fca7cab77b039f2796afb5c71b73d",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85100610882
"Khanra, P., Pal, P.","57198517541;23486558800;","Explosive synchronization in multilayer networks through partial adaptation",2021,"Chaos, Solitons and Fractals","143",,"110621","","",,2,"10.1016/j.chaos.2020.110621","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099217466&doi=10.1016%2fj.chaos.2020.110621&partnerID=40&md5=51f11aa32eaff41b2522e08013f9cc98",Article,"Final","",Scopus,2-s2.0-85099217466
"Yang, Z., Telesford, Q.K., Franco, A.R., Lim, R., Gu, S., Xu, T., Ai, L., Castellanos, F.X., Yan, C.-G., Colcombe, S., Milham, M.P.","56087857500;39262558900;19640049400;57216293611;56888287000;35996035600;57194759560;7005501402;26638595400;6602567116;6701672014;","Measurement reliability for individual differences in multilayer network dynamics: Cautions and considerations",2021,"NeuroImage","225",,"117489","","",,2,"10.1016/j.neuroimage.2020.117489","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85095942474&doi=10.1016%2fj.neuroimage.2020.117489&partnerID=40&md5=de4f8ca6c4222f4270c7c0b2035df8ee",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85095942474
"Taylor, D., Porter, M.A., Mucha, P.J.","24722343100;7201468248;7004946624;","Tunable eigenvector-based centralities for multiplex and temporal networks",2021,"Multiscale Modeling and Simulation","19","1",,"113","147",,2,"10.1137/19M1262632","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101920819&doi=10.1137%2f19M1262632&partnerID=40&md5=87d8bbae995e2e75e27e6a29336064fc",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85101920819
"Wang, X., Tejedor, A., Wang, Y., Moreno, Y.","56462258300;25625316200;57203771475;7004893698;","Unique superdiffusion induced by directionality in multiplex networks",2021,"New Journal of Physics","23","1","013016","","",,2,"10.1088/1367-2630/abdb71","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101005984&doi=10.1088%2f1367-2630%2fabdb71&partnerID=40&md5=6009d68cf838b239e04363d1cf3b3a96",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85101005984
"Liu, F., Wu, H.","56729349800;57220059443;","Identification of prognostic biomarkers and molecular targets among jak family in breast cancer",2021,"Journal of Inflammation Research","14",,,"97","114",,2,"10.2147/JIR.S284889","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099648309&doi=10.2147%2fJIR.S284889&partnerID=40&md5=ddb9497e1b90a72a59e4a01cb7bd050b",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85099648309
"Przystupa, K., Beshley, M., Kaidan, M., Andrushchak, V., Demydov, I., Kochan, O., Pieniak, D.","57205535789;55225979800;7801543164;56566614900;24479552900;24477221900;23991107700;","Methodology and software tool for energy consumption evaluation and optimization in multilayer transport optical networks",2020,"Energies","13","23","6370","","",,2,"10.3390/en13236370","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104596024&doi=10.3390%2fen13236370&partnerID=40&md5=ac6d4c153609f0e2f14ee106de962c02",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85104596024
"Njougouo, T., Camargo, V., Louodop, P., Fagundes Ferreira, F., Talla, P.K., Cerdeira, H.A.","57217825096;57221462122;54973689600;56940831500;55923084200;6603681252;","Dynamics of multilayer networks with amplification",2020,"Chaos","30","12","123136","","",,2,"10.1063/5.0025529","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099259179&doi=10.1063%2f5.0025529&partnerID=40&md5=7555f7f23ee067adf3cc0efeda79e810",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85099259179
"Hammoud, Z., Kramer, F.","57200853721;55340731000;","Multipath: An R package to generate integrated reproducible pathway models",2020,"Biology","9","12","483","1","9",,2,"10.3390/biology9120483","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098853870&doi=10.3390%2fbiology9120483&partnerID=40&md5=704455e1127f28e38f3388452a668a6d",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85098853870
"Aref, S., Dinh, L., Rezapour, R., Diesner, J.","56600247800;57193011446;56565589400;11739714600;","Multilevel structural evaluation of signed directed social networks based on balance theory",2020,"Scientific Reports","10","1","15228","","",,2,"10.1038/s41598-020-71838-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091266132&doi=10.1038%2fs41598-020-71838-6&partnerID=40&md5=3da6b700305ed26d3096a4d14170b6f8",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85091266132
"Pournoor, E., Mousavian, Z., Dalini, A.N., Masoudi-Nejad, A.","57209395253;27467581700;57215841995;55911393500;","Identification of Key Components in Colon Adenocarcinoma Using Transcriptome to Interactome Multilayer Framework",2020,"Scientific Reports","10","1","4991","","",,2,"10.1038/s41598-020-59605-z","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082081646&doi=10.1038%2fs41598-020-59605-z&partnerID=40&md5=983838c6dc9770a65769488b188f605b",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85082081646
"Jaquez, R.B., Ramos, L.A.A., Schaum, A.","56013594800;56084414300;56013580600;","Spreading control in two-layer multiplex networks",2020,"Entropy","22","10","1157","1","16",,2,"10.3390/e22101157","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092772385&doi=10.3390%2fe22101157&partnerID=40&md5=f555be1d5fca8d2f81154f9978c19a99",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85092772385
"Nanumyan, V., Gote, C., Schweitzer, F.","37100450300;56741254300;7005771861;","Multilayer network approach to modeling authorship influence on citation dynamics in physics journals",2020,"Physical Review E","102","3","032303","","",,2,"10.1103/PhysRevE.102.032303","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092429088&doi=10.1103%2fPhysRevE.102.032303&partnerID=40&md5=135b6e80644e717b3b51140b1e2bb5a6",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85092429088
"Liu, Y., Shi, N., Regev, A., He, S., Hemann, M.T.","57193521376;57215056141;7006641761;36135837100;57210198671;","Integrated regulatory models for inference of subtype-specific susceptibilities in glioblastoma",2020,"Molecular Systems Biology","16","9","e9506","","",,2,"10.15252/msb.20209506","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091620910&doi=10.15252%2fmsb.20209506&partnerID=40&md5=9fddd55bde9c5e27f3e2a340723e09db",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85091620910
"Huang, X., Chen, D., Wang, D., Ren, T.","56200119400;55554104900;55713244100;57200930513;","MINE: Identifying top-k vital nodes in complex networks via maximum influential neighbors expansion",2020,"Mathematics","8","9","1449","","",,2,"10.3390/math8091449","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091483837&doi=10.3390%2fmath8091449&partnerID=40&md5=85b5986ee016fefeb72c6beff2cb1654",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85091483837
"Chen, J., Zhu, Q.","57092363300;24767254400;","Control of Multilayer Mobile Autonomous Systems in Adversarial Environments: A Games-in-Games Approach",2020,"IEEE Transactions on Control of Network Systems","7","3","8943277","1056","1068",,2,"10.1109/TCNS.2019.2962316","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072643906&doi=10.1109%2fTCNS.2019.2962316&partnerID=40&md5=37cee51e2719790d4762dd470b6a6e09",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85072643906
"Santoro, A., Nicosia, V.","56861712900;14054540300;","Optimal percolation in correlated multilayer networks with overlap",2020,"Physical Review Research","2","3","033122","","",,2,"10.1103/PhysRevResearch.2.033122","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106094758&doi=10.1103%2fPhysRevResearch.2.033122&partnerID=40&md5=8fbc3630d5325ca872c8948e466686cf",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85106094758
"Cai, Q., Pratama, M., Alam, S., Ma, C., Liu, J.","55369157500;57207799513;12793249800;57212231248;35230430700;","Breakup of Directed Multipartite Networks",2020,"IEEE Transactions on Network Science and Engineering","7","3","8620361","947","960",,2,"10.1109/TNSE.2019.2894142","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060290790&doi=10.1109%2fTNSE.2019.2894142&partnerID=40&md5=50ae3c8370f46b39c083f9ffad6f20b3",Article,"Final","",Scopus,2-s2.0-85060290790
"Yang, H., Wang, Z., Song, Q., Liu, X., Xiao, M.","57206663249;35214175700;56666149500;35230503500;35235611000;","Quasi-synchronization of multilayer heterogeneous networks with a dynamic leader",2020,"International Journal of Robust and Nonlinear Control","30","7",,"2736","2751",,2,"10.1002/rnc.4903","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079167323&doi=10.1002%2frnc.4903&partnerID=40&md5=08737ef66727176f84900c951df21c71",Article,"Final","",Scopus,2-s2.0-85079167323
"Pereira, A.S., Rebelo, I.D., Casanova, C., Lee, P.C., Louca, V.","57205572918;57205587783;23480992100;35237843900;14065247200;","The multidimensionality of female mandrill sociality-A dynamic multiplex network approach",2020,"PLoS ONE","15","4","e0230942","","",,2,"10.1371/journal.pone.0230942","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083401228&doi=10.1371%2fjournal.pone.0230942&partnerID=40&md5=7ce3726a0697d7acca6400e8f783fbef",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85083401228
"Wang, N.-N., Jin, Z., Wang, Y.-J., Di, Z.-R.","57212021518;9247719500;57212227795;7003734499;","Epidemics spreading in periodic double layer networks with dwell time",2020,"Physica A: Statistical Mechanics and its Applications","540",,"123226","","",,2,"10.1016/j.physa.2019.123226","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076259230&doi=10.1016%2fj.physa.2019.123226&partnerID=40&md5=cb5a7b618b8f80e258234b949ecfbb44",Article,"Final","",Scopus,2-s2.0-85076259230
"Zhou, Q., Wei, D.","57217631866;12646768300;","Synchronous dynamics in multilayer memristive neural networks: Effect of electromagnetic induction",2020,"IEEE Access","8",,,"164727","164736",,2,"10.1109/ACCESS.2020.3022684","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102850000&doi=10.1109%2fACCESS.2020.3022684&partnerID=40&md5=bd4fda18b1a8f28fe1710943ccd31231",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85102850000
"Interdonato, R., Gaetano, R., Lo Seen, D., Roche, M., Scarpa, G.","55926436900;23491959900;56372334400;15136810000;7004081145;","Extracting multilayer networks from Sentinel-2 satellite image time series",2020,"Network Science",,,,"","",,2,"10.1017/nws.2019.58","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078917331&doi=10.1017%2fnws.2019.58&partnerID=40&md5=e436a02f985a719764b1bf90ae17eea7",Article,"Article in Press","All Open Access, Green",Scopus,2-s2.0-85078917331
"Feng, S., Li, H., Qi, Y., Jia, J., Zhou, G., Guan, Q., Liu, X.","57192938613;56066231700;57196403504;57200031829;57215095697;57162369600;56288904600;","Detecting the interactions among firms in distinct links of the industry chain by motif",2019,"Journal of Statistical Mechanics: Theory and Experiment","2019","12","123403","","",,2,"10.1088/1742-5468/ab2ccc","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079863772&doi=10.1088%2f1742-5468%2fab2ccc&partnerID=40&md5=fd9eb1e31149c181ba76d6acdbcb9afc",Article,"Final","",Scopus,2-s2.0-85079863772
"Luu, D.T., Lux, T.","57194525703;7003769381;","Multilayer overlaps and correlations in the bank-firm credit network of Spain",2019,"Quantitative Finance","19","12",,"1953","1974",,2,"10.1080/14697688.2019.1620318","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068699667&doi=10.1080%2f14697688.2019.1620318&partnerID=40&md5=14dd8a0111982fe5cf397e4681cd7a31",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85068699667
"Mourchid, Y., Renoust, B., Roupin, O., Văn, L., Cherifi, H., Hassouni, M.E.","56705435800;55863115300;57212559967;57212549950;55999019900;55943083400;","Movienet: a movie multilayer network model using visual and textual semantic cues",2019,"Applied Network Science","4","1","121","","",,2,"10.1007/s41109-019-0226-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077092999&doi=10.1007%2fs41109-019-0226-0&partnerID=40&md5=01b9a56255827f0593c6f08292a6e679",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85077092999
"Jiang, J., Liang, J., Zhou, T.","57192916153;57193403999;55820671800;","Modeling of epidemic spreading on multilayer networks in uncertain environments",2019,"Journal of Statistical Mechanics: Theory and Experiment","2019","10","103404","","",,2,"10.1088/1742-5468/ab4586","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076795074&doi=10.1088%2f1742-5468%2fab4586&partnerID=40&md5=81f0cff80acf78e0de667ff36321c200",Article,"Final","",Scopus,2-s2.0-85076795074
"Fernandes, A., Gonçalves, P.C.T., Campos, P., Delgado, C.","57211378244;57213442471;56984437000;7103072135;","Centrality and community detection: a co-marketing multilayer network",2019,"Journal of Business and Industrial Marketing","34","8",,"1749","1762",,2,"10.1108/JBIM-11-2017-0266","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073678334&doi=10.1108%2fJBIM-11-2017-0266&partnerID=40&md5=6f24658201ba21b3ebcd6b418ce5e0de",Article,"Final","",Scopus,2-s2.0-85073678334
"Pomeroy, C., Dasandi, N., Mikhaylov, S.J.","57202398035;56088655100;26428865200;","Multiplex communities and the emergence of international conflict",2019,"PLoS ONE","14","10","e0223040","","",,2,"10.1371/journal.pone.0223040","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073475134&doi=10.1371%2fjournal.pone.0223040&partnerID=40&md5=8ea3700f126b068c5eb288b6053b87f1",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85073475134
